20131230,79.2171,80.0129,78.9029,79.6371,63407400
20131231,80.1457,80.1829,79.1429,79.1671,55771100
20140102,79.0186,79.5757,78.8600,79.3829,58671200
20140103,77.2829,79.1000,77.2043,78.9800,98116896
20140106,77.7043,78.1143,76.2286,76.7786,103152704
20140107,77.1486,77.9943,76.8457,77.7600,79302304
20140108,77.6371,77.9371,76.9557,76.9729,64632400
20140109,76.6457,78.1229,76.4786,78.1143,69787200
20140110,76.1343,77.2571,75.8729,77.1186,76244000
20140113,76.5329,77.5000,75.6971,75.7014,94623200
20140114,78.0557,78.1043,76.8086,76.8886,83140400
20140115,79.6229,80.0286,78.8086,79.0743,97909696
20140116,79.1786,79.5500,78.8114,79.2714,57319500
20140117,77.2386,78.8671,77.1286,78.7829,106684896
20140121,78.4386,78.5814,77.2029,77.2843,82131696
20140122,78.7871,79.6129,78.2586,78.7014,94996304
20140123,79.4543,79.5000,77.8300,78.5629,100809800
20140124,78.0100,79.3743,77.8214,79.1429,107338704
20140127,78.6429,79.2571,77.9643,78.5814,138719696
20140128,72.3571,73.5714,71.7243,72.6800,266380800
20140129,71.5357,72.4814,71.2314,71.9929,125702496
20140130,71.3971,72.3571,70.9571,71.7914,169625408
20140131,71.5143,71.6471,70.5071,70.7400,116199296
20140203,71.6471,72.5329,71.3286,71.8014,100366000
20140204,72.6843,72.7800,71.8229,72.2643,94170304
20140205,73.2271,73.6114,72.3214,72.3657,82086200
20140206,73.2157,73.3571,72.5443,72.8657,64441300
20140207,74.2400,74.7043,73.9114,74.4829,92570096
20140210,75.5700,75.9986,74.0000,74.0943,86389800
20140211,76.5657,76.8214,75.6429,75.8014,70564200
20140212,76.5600,77.0800,76.1771,76.7071,77025200
20140213,77.7757,77.8357,76.3143,76.3800,76849504
20140214,77.7129,77.9971,77.3157,77.4957,68231104
20140218,77.9986,78.7414,77.9443,78.0000,65062900
20140219,76.7671,78.1271,76.3357,77.8214,78442000
20140220,75.8786,76.7143,75.5714,76.1414,76464496
20140221,75.0357,76.3671,74.9429,76.1129,69696200
20140224,75.3643,75.7029,74.6314,74.7357,72227400
20140225,74.5800,75.6529,74.4286,75.6257,57988000
20140226,73.9071,75.0000,73.6571,74.8014,69054304
20140227,75.3814,75.5400,73.7214,73.8771,75470496
20140228,75.1771,76.1071,74.5886,75.5829,92992200
20140303,75.3943,75.8071,74.6871,74.7743,59695300
20140304,75.8914,76.0914,75.3957,75.8571,64785000
20140305,76.0514,76.3929,75.5900,75.8457,50015700
20140306,75.8214,76.3486,75.4429,76.1129,46372200
20140307,75.7771,75.9971,75.1500,75.8700,55182400
20140310,75.8457,76.1900,75.4771,75.4800,44646000
20140311,76.5843,76.9629,76.0843,76.4929,69806096
20140312,76.6586,76.7643,76.0000,76.3586,49831600
20140313,75.8071,77.0943,75.5943,76.7771,64435700
20140314,74.9557,75.8414,74.7143,75.5414,59299800
20140317,75.2486,75.7100,75.1214,75.3857,49886200
20140318,75.9143,75.9957,75.0286,75.1286,52411800
20140319,75.8943,76.6057,75.5714,76.0371,56189000
20140320,75.5286,76.0957,75.3357,75.6986,52099600
20140321,76.1243,76.2500,75.1900,75.9900,93511600
20140324,77.0271,77.2143,76.4371,76.9171,88925200
20140325,77.8557,77.9643,77.0843,77.3571,70573296
20140326,77.1114,78.4286,76.9800,78.0743,74942000
20140327,76.7800,77.3571,76.4457,77.1457,55507900
20140328,76.6943,76.9914,76.3214,76.9029,50141000
20140331,76.6771,77.2586,76.5614,77.0329,42167300
20140401,77.3786,77.4100,76.6814,76.8229,50190000
20140402,77.5071,77.6400,77.1800,77.4829,45105200
20140403,76.9700,77.5000,76.8057,77.3414,40586000
20140404,75.9743,77.1429,75.7971,77.1157,68812800
20140407,74.7814,75.8429,74.5557,75.4314,72462600
20140408,74.7771,75.1600,74.1000,75.0271,60972100
20140409,75.7600,75.7843,74.5743,74.6629,51542400
20140410,74.7829,76.0343,74.7386,75.8114,59913000
20140411,74.2300,74.6900,73.8771,74.1429,67929400
20140414,74.5257,74.5943,73.8871,74.5571,51418500
20140415,73.9943,74.5200,73.0471,74.3243,66622500
20140416,74.1443,74.4414,73.4486,74.0071,53691400
20140417,74.9914,75.3943,74.1714,74.2857,71083600
20140421,75.8814,76.0200,74.8514,75.0486,45637200
20140422,75.9571,75.9757,75.2143,75.4729,50640800
20140423,74.9643,75.8757,74.9214,75.5800,98735000
20140424,81.1100,81.4286,80.1043,81.1729,189977904
20140425,81.7057,81.7129,80.5657,80.6471,97568800
20140428,84.8700,85.1071,81.7929,81.8286,167371392
20140429,84.6186,85.1400,84.2157,84.8200,84344400
20140430,84.2986,85.6329,84.2571,84.6629,114160200
20140501,84.4971,84.9714,83.7657,84.5714,61012000
20140502,84.6543,84.8857,84.2443,84.6200,47878600
20140505,85.8514,85.8571,84.2857,84.3057,71766800
20140506,84.9157,86.3443,84.9157,85.9714,93641104
20140507,84.6186,85.3271,83.9614,85.0357,70716096
20140508,83.9986,84.9157,83.7714,84.0357,57574300
20140509,83.6486,83.7500,82.9043,83.5057,72899400
20140512,84.6900,84.8086,83.9143,83.9271,53302200
20140513,84.8229,84.9343,84.3857,84.5714,39934300
20140514,84.8386,85.3429,84.5343,84.6329,41601000
20140515,84.1171,85.2286,84.0057,84.9571,57711500
20140516,85.3586,85.3614,83.6286,84.0900,69064096
20140519,86.3700,86.7614,85.3329,85.4071,79438800
20140520,86.3871,86.6286,85.8186,86.3586,58709000
20140521,86.6157,86.6714,86.0086,86.2614,49214900
20140522,86.7529,87.1214,86.3000,86.6571,50190000
20140523,87.7329,87.8186,86.6386,86.7500,58052400
20140527,89.3757,89.4086,87.9471,87.9829,87216496
20140528,89.1443,89.9757,89.1114,89.4314,78870400
20140529,90.7686,90.9814,89.6814,89.6929,94118496
20140530,90.4286,92.0243,89.8429,91.1400,141005200
20140602,89.8071,90.6900,88.9286,90.5657,92337696
20140603,91.0771,91.2486,89.7500,89.7800,73177296
20140604,92.1171,92.5557,90.8729,91.0629,83870496
20140605,92.4786,92.7671,91.8014,92.3143,75951400
20140606,92.2243,93.0371,92.0671,92.8429,87484600
20140609,93.7000,93.8800,91.7500,92.7000,75415000
20140610,94.2500,95.0500,93.5700,94.7300,62777000
20140611,93.8600,94.7600,93.4700,94.1300,45681000
20140612,92.2900,94.1200,91.9000,94.0400,54749000
20140613,91.2800,92.4400,90.8800,92.2000,54525000
20140616,92.2000,92.7500,91.4500,91.5100,35561000
20140617,92.0800,92.7000,91.8000,92.3100,29726000
20140618,92.1800,92.2900,91.3500,92.2700,33514000
20140619,91.8600,92.3000,91.3400,92.2900,35528000
20140620,90.9100,92.5500,90.9000,91.8500,100898000
20140623,90.8300,91.6200,90.6000,91.3200,43694000
20140624,90.2800,91.7400,90.1900,90.7500,39036000
20140625,90.3600,90.7000,89.6500,90.2100,36869000
20140626,90.9000,91.0500,89.8000,90.3700,32629000
20140627,91.9800,92.0000,90.7700,90.8200,64029000
20140630,92.9300,93.7300,92.0900,92.1000,49589000
20140701,93.5200,94.0700,93.1300,93.5200,38223000
20140702,93.4800,94.0600,93.0900,93.8700,28465000
20140703,94.0300,94.1000,93.2000,93.6700,22891800
20140707,95.9700,95.9900,94.1000,94.1400,56468000
20140708,95.3500,96.8000,93.9200,96.2700,65222000
20140709,95.3900,95.9500,94.7600,95.4400,36436000
20140710,95.0400,95.5500,93.5200,93.7600,39686000
20140711,95.2200,95.8900,94.8600,95.3600,34018000
20140714,96.4500,96.8900,95.6500,95.8600,42810000
20140715,95.3200,96.8500,95.0300,96.8000,45477900
20140716,94.7800,97.1000,94.7400,96.9700,53502000
20140717,93.0900,95.2800,92.5700,95.0300,57298000
20140718,94.4300,94.7400,93.0200,93.6200,49988000
20140721,93.9400,95.0000,93.7200,94.9900,39079000
20140722,94.7200,94.8900,94.1200,94.6800,55197000
20140723,97.1900,97.8800,95.1700,95.4200,92918000
20140724,97.0300,97.3200,96.4200,97.0400,45729000
20140725,97.6700,97.8400,96.6400,96.8500,43469000
20140728,99.0200,99.2400,97.5500,97.8200,55318000
20140729,98.3800,99.4400,98.2500,99.3300,43143000
20140730,98.1500,98.7000,97.6700,98.4400,33010000
20140731,95.6000,97.4500,95.3300,97.1600,56843000
20140801,96.1300,96.6200,94.8100,94.9000,48511000
20140804,95.5900,96.5800,95.1700,96.3700,39958000
20140805,95.1200,95.6800,94.3600,95.3600,55933000
20140806,94.9600,95.4800,94.7100,94.7500,38558000
20140807,94.4800,95.9500,94.1000,94.9300,46711000
20140808,94.7400,94.8200,93.2800,94.2600,41865000
20140811,95.9900,96.0800,94.8400,95.2700,36585000
20140812,95.9700,96.8800,95.6100,96.0400,33795000
20140813,97.2400,97.2400,96.0400,96.1500,31916000
20140814,97.5000,97.5700,96.8000,97.3300,28116000
20140815,97.9800,98.1900,96.8600,97.9000,48951000
20140818,99.1600,99.3700,97.9800,98.4900,47572000
20140819,100.5300,100.6800,99.3200,99.4100,69274704
20140820,100.5700,101.0900,99.9500,100.4400,52612800
20140821,100.5800,100.9400,100.1100,100.5700,33421900
20140822,101.3200,101.4700,100.1900,100.2900,44102400
20140825,101.5400,102.1700,101.2800,101.7900,40144700
20140826,100.8900,101.5000,100.8600,101.4200,33119800
20140827,102.1300,102.5700,100.7000,101.0200,46827400
20140828,102.2500,102.7800,101.5600,101.5900,68389800
20140829,102.5000,102.9000,102.2000,102.8600,44567000
20140902,103.3000,103.7400,102.7200,103.0600,53491400
20140903,98.9400,103.2000,98.5800,103.1000,125233104
20140904,98.1200,100.0900,97.7900,98.8500,85594800
20140905,98.9700,99.3900,98.3100,98.8000,58353200
20140908,98.3600,99.3100,98.0500,99.3000,46277800
20140909,97.9900,103.0800,96.1400,99.0800,189560608
20140910,101.0000,101.1100,97.7600,98.0100,100741904
20140911,101.4300,101.4400,99.6200,100.4100,62353100
20140912,101.6600,102.1900,101.0800,101.2100,62626100
20140915,101.6300,103.0500,101.4400,102.8100,61216500
20140916,100.8600,101.2600,98.8900,99.8000,66818200
20140917,101.5800,101.8000,100.5900,101.2700,60892400
20140918,101.7900,102.3500,101.5600,101.9300,37023900
20140919,100.9600,102.3500,100.5000,102.2900,70838496
20140922,101.0600,102.1400,100.5800,101.8000,52722000
20140923,102.6400,102.9400,100.5400,100.6000,63347200
20140924,101.7500,102.8500,101.2000,102.1600,60049400
20140925,97.8700,100.7100,97.7200,100.5100,99902096
20140926,100.7500,100.7500,98.4000,98.5300,62286100
20140929,100.1100,100.4400,98.6300,98.6500,49579400
20140930,100.7500,101.5400,100.5300,100.8100,55138200
20141001,99.1800,100.6900,98.7000,100.5900,51404400
20141002,99.9000,100.2200,98.0400,99.2700,47681000
20141003,99.6200,100.2100,99.0400,99.4400,43445800
20141006,99.6200,100.6500,99.4200,99.9500,36974800
20141007,98.7500,100.1200,98.7300,99.4300,42068200
20141008,100.8000,101.1100,98.3100,98.7600,57364800
20141009,101.0200,102.3800,100.6100,101.5400,77312200
20141010,100.7300,102.0300,100.3000,100.6900,66270200
20141013,99.8100,101.7800,99.8100,101.3300,53485500
20141014,98.7500,100.5200,98.5700,100.3900,63662200
20141015,97.5400,99.1500,95.1800,97.9700,100875400
20141016,96.2600,97.7200,95.4100,95.5500,72110704
20141017,97.6700,99.0000,96.8100,97.5000,68032200
20141020,99.7600,99.9600,98.2200,98.3200,77041904
20141021,102.4700,103.0200,101.2700,103.0200,94492304
20141022,102.9900,104.1100,102.6000,102.8400,68159000
20141023,104.8300,105.0500,103.6300,104.0800,71002896
